Date,DOW,EUR,NASDAQ,NIKKEI,NYSE,S&P,SHZ,SSE
2022-05-24,31928.62,1195.089966,,26748.140625,,3941.48,11065.919922,3070.929932
2022-05-23,31880.24,1215.310059,,27001.519531,,3973.75,11447.950195,3146.860107
2022-05-20,31261.9,1200.48999,,26739.029297,,3901.36,11454.530273,3146.570068
2022-05-19,31253.13,1195.869995,,26402.839844,,3900.79,11250.05957,3096.959961
2022-05-18,31490.07,1214.300049,,26911.199219,,3923.68,11208.080078,3085.97998
2022-05-17,32654.59,1226.540039,,26659.75,,4088.85,11230.160156,3093.699951
2022-05-16,32223.42,1210.420044,,26547.050781,,4008.01,11093.370117,3073.75
2022-05-13,32196.66,1211.73999,,26427.650391,,4023.89,11159.790039,3084.280029
2022-05-12,31730.3,1182.849976,,25748.720703,,3930.08,11094.870117,3054.98999
2022-05-11,31834.11,1195.849976,,26213.640625,,3935.18,11109.480469,3058.699951
2022-05-10,32160.74,1169.089966,,26167.099609,,4001.05,10912.740234,3035.840088
2022-05-09,32245.7,1163.449951,11623.25,26319.339844,15057.870117,3991.24,10765.629883,3004.139893
2022-05-06,32899.37,1199.819946,12144.660156,27003.560547,15566.55957,4123.34,10809.879883,3001.560059
2022-05-05,32997.97,1219.910034,12317.69043,,15652.610352,4146.87,11046.379883,3067.76001
2022-05-04,34061.06,1226.189941,12964.860352,,16119.610352,4300.17,,
2022-05-03,33128.79,1237.609985,12563.759766,,15729.530273,4175.48,,
2022-05-02,33061.5,1223.130005,12536.019531,26818.529297,15609.280273,4155.38,,
2022-04-29,32977.21,1245.920044,12334.639648,,15615.25,4131.93,11021.44043,3047.060059
2022-04-28,33916.39,1237.829956,12871.530273,26847.900391,16032.679688,4287.5,10628.919922,2975.47998
2022-04-27,33301.93,1227.660034,12488.929688,26386.630859,15741.820313,4183.96,10652.900391,2958.280029
2022-04-26,33240.18,1222.530029,12490.740234,26700.109375,15694.240234,4175.2,10206.639648,2886.429932
2022-04-25,34049.46,1230.52002,13004.849609,26590.779297,16054.759766,4296.12,10379.280273,2928.51001
2022-04-22,33811.4,1258.560059,12839.290039,27105.259766,16056.870117,4271.78,11051.700195,3086.919922
2022-04-21,34792.76,1282.660034,13174.650391,27553.060547,16499.330078,4393.66,11084.280273,3079.810059
2022-04-20,35160.79,1273.170044,13453.070313,27217.849609,16761.349609,4459.45,11392.230469,3151.050049
2022-04-19,34911.2,1255.949951,13619.660156,26985.089844,16658.900391,4462.21,11633.320313,3194.030029
2022-04-18,34411.69,,13332.360352,26799.710938,16466.210938,4391.69,11691.469727,3195.52002
2022-04-14,34451.23,1262.52002,13351.080078,27172.0,16511.509766,4392.59,11714.620117,3225.639893
2022-04-13,34564.59,1255.369995,13643.589844,26843.490234,16614.789063,4446.59,11568.169922,3186.820068
2022-04-12,34220.36,1251.790039,13371.570313,26334.980469,16465.990234,4397.45,11756.379883,3213.330078
2022-04-11,34308.08,1250.699951,13411.959961,26821.519531,16534.199219,4412.53,11520.209961,3167.129883
2022-04-08,34721.12,1257.959961,13711.0,26985.800781,16689.949219,4488.28,11959.269531,3251.850098
2022-04-07,34583.57,1240.160034,13897.299805,26888.570313,16631.449219,4500.21,11972.019531,3236.699951
2022-04-06,34496.51,1248.329956,13888.820313,27350.300781,16587.099609,4481.15,12172.910156,3283.429932
2022-04-05,34641.18,1276.810059,14204.169922,27787.980469,16645.050781,4525.12,,
2022-04-04,34921.88,1288.420044,14532.549805,27736.470703,16829.75,4582.64,,
2022-04-01,34818.27,1275.209961,14261.5,27665.980469,16787.75,4545.86,12227.929688,3282.719971
2022-03-31,34678.35,1270.099976,14220.519531,27821.429688,16670.910156,4530.41,12118.25,3252.199951
2022-03-30,35228.81,1287.180054,14442.269531,28027.25,16932.759766,4602.45,12263.799805,3266.600098
2022-03-29,35294.19,1291.290039,14619.639648,28252.419922,17014.759766,4631.6,11895.080078,3203.939941
2022-03-28,34955.89,1262.569946,14354.900391,27943.890625,16798.720703,4575.52,11949.94043,3214.5
2022-03-25,34861.24,1261.959961,14169.299805,28149.839844,16792.800781,4543.06,12072.730469,3212.23999
2022-03-24,34707.94,1260.060059,14191.839844,28110.390625,16701.820313,4520.16,12305.5,3250.26001
2022-03-23,34358.5,1262.349976,13922.599609,28040.160156,16558.529297,4456.24,12408.650391,3271.030029
2022-03-22,34807.46,1276.109985,14108.820313,27224.109375,16735.480469,4511.61,12318.780273,3259.860107
2022-03-21,34552.99,1262.449951,13838.459961,,16606.669922,4461.18,12379.639648,3253.689941
2022-03-18,34754.93,1263.599976,13893.839844,26827.429688,16612.640625,4463.12,12328.650391,3251.070068
2022-03-17,34480.76,1251.900024,13614.780273,26652.890625,16483.580078,4411.67,12289.969727,3215.040039
2022-03-16,34063.1,1244.300049,13436.549805,25762.009766,16261.5,4357.86,12000.959961,3170.709961
2022-03-15,33544.34,1197.160034,12948.620117,25346.480469,15895.669922,4262.45,11537.240234,3063.969971
2022-03-14,32945.24,1199.839966,12581.219727,25307.849609,15694.349609,4173.11,12063.629883,3223.530029
2022-03-11,32944.19,1192.109985,12843.80957,25162.779297,15753.700195,4204.31,12447.370117,3309.75
2022-03-10,33174.07,1182.48999,13129.959961,25690.400391,15929.55957,4259.52,12370.950195,3296.090088
2022-03-09,33286.25,1210.280029,13255.549805,24717.529297,15977.540039,4277.88,12107.169922,3256.389893
2022-03-08,32632.64,1144.439941,12795.549805,24790.949219,15625.929688,4170.7,12244.5,3293.530029
2022-03-07,32817.38,1150.430054,12830.959961,25221.410156,15708.230469,4201.09,12573.429688,3372.860107
2022-03-04,33614.8,1159.76001,13313.44043,25985.470703,16129.660156,4328.87,13020.459961,3447.649902
2022-03-03,33794.66,1216.780029,13537.94043,26577.269531,16287.490234,4363.49,13201.820313,3481.110107
2022-03-02,33891.35,1243.869995,13752.019531,26393.029297,16380.910156,4386.54,13346.959961,3484.189941
2022-03-01,33294.95,1229.680054,13532.459961,26844.720703,16069.160156,4306.26,13488.639648,3488.830078
2022-02-28,33892.6,1268.800049,13751.400391,26526.820313,16313.889648,4373.94,13455.730469,3462.310059
2022-02-25,34058.75,1275.75,13694.620117,26476.5,16427.960938,4384.65,13412.919922,3451.409912
2022-02-24,33223.83,1236.459961,13473.589844,25970.820313,15995.990234,4288.7,13252.240234,3429.959961
2022-02-23,33131.76,1275.589966,13037.490234,,16019.580078,4225.5,13549.990234,3489.149902
2022-02-22,33596.61,1278.109985,13381.519531,26449.609375,16215.620117,4304.76,13297.110352,3457.149902
2022-02-18,34079.18,1302.449951,13548.070313,27122.070313,16392.320313,4348.87,13459.679688,3490.76001
2022-02-17,34312.03,1311.099976,13716.719727,27232.869141,16492.050781,4380.26,13422.900391,3468.040039
2022-02-16,34934.27,1317.689941,14124.089844,27460.400391,16770.359375,4475.01,13376.360352,3465.830078
2022-02-15,34988.84,1315.01001,14139.759766,26865.189453,16745.830078,4471.07,13345.629883,3446.090088
2022-02-14,34566.17,1298.609985,13790.919922,27079.589844,16531.310547,4401.67,13123.209961,3428.879883
2022-02-11,34738.06,1324.030029,13791.150391,,16664.990234,4418.64,13224.379883,3462.949951
2022-02-10,35241.59,1336.22998,14185.639648,27696.080078,16855.960938,4504.08,13432.070313,3485.909912
2022-02-09,35768.06,1340.069946,14490.370117,27579.869141,17069.660156,4587.18,13531.30957,3479.949951
2022-02-08,35462.78,1319.050049,14194.450195,27284.519531,16853.710938,4521.54,13325.410156,3452.629883
2022-02-07,35091.13,1319.109985,14015.669922,27248.869141,16722.759766,4483.87,13456.650391,3429.580078
2022-02-04,35089.74,1306.439941,14098.009766,27439.990234,16701.580078,4500.53,,
2022-02-03,35111.16,1313.75,13878.820313,27241.310547,16677.390625,4477.44,,
2022-02-02,35629.33,1337.22998,14417.549805,27533.599609,16904.519531,4589.38,,
2022-02-01,35405.24,1337.189941,14346.0,27078.480469,16829.720703,4546.54,,
2022-01-31,35131.86,1318.51001,14239.879883,27001.980469,16659.769531,4515.55,,
2022-01-28,34725.47,1307.98999,13770.570313,26717.339844,16397.859375,4431.85,13328.05957,3361.439941
2022-01-27,34160.78,1319.569946,13352.780273,26170.300781,16152.120117,4326.51,13398.839844,3394.25
2022-01-26,34168.09,1314.349976,13542.120117,27011.330078,16236.509766,4349.93,13780.299805,3455.669922
2022-01-25,34297.73,1287.709961,13539.290039,27131.339844,16340.320313,4356.45,13683.889648,3433.060059
2022-01-24,34364.5,1282.859985,13855.129883,27588.369141,16413.970703,4410.13,14081.799805,3524.110107
2022-01-21,34265.37,1335.089966,13768.919922,27522.259766,16397.339844,4397.94,14029.549805,3522.570068
2022-01-20,34715.39,1358.949951,14154.019531,27772.929688,16663.769531,4482.73,14198.299805,3555.060059
2022-01-19,35028.65,1349.540039,14340.259766,27467.230469,16818.980469,4532.76,14207.19043,3558.179932
2022-01-18,35368.47,1347.569946,14506.900391,28257.25,16950.910156,4577.11,14391.389648,3569.909912
2022-01-14,35911.81,1356.839966,14893.75,28124.279297,17219.060547,4662.85,14150.570313,3521.26001
2022-01-13,36113.62,1369.530029,14806.80957,28489.130859,17259.019531,4659.03,14138.339844,3555.26001
2022-01-12,36290.32,1369.839966,15188.389648,28765.660156,17353.759766,4726.35,14421.200195,3597.429932
2022-01-11,36252.02,1357.310059,15153.450195,28222.480469,17294.539063,4713.07,14223.349609,3567.439941
2022-01-10,36068.87,1343.969971,14942.830078,,17119.560547,4670.29,14406.969727,3593.52002
2022-01-07,36231.66,1363.02002,14935.900391,28478.560547,17166.279297,4677.03,14343.650391,3579.540039
2022-01-06,36236.47,1365.170044,15080.860352,28487.869141,17156.519531,4696.05,14429.509766,3586.080078
2022-01-05,36407.11,1388.089966,15100.169922,29332.160156,17112.599609,4700.58,14525.759766,3595.179932
2022-01-04,36799.65,1383.48999,15622.719727,29301.789063,17336.759766,4793.54,14791.30957,3632.330078
2022-01-03,36585.06,1372.060059,15832.799805,,17226.099609,4796.56,,
2021-12-31,36338.3,1361.689941,15644.969727,,17164.130859,4766.18,14857.349609,3639.780029
2021-12-30,36398.08,1365.339966,15741.55957,28791.710938,17164.240234,4778.73,14796.230469,3619.189941
2021-12-29,36488.63,1360.199951,15766.219727,28906.880859,17149.929688,4793.06,14653.820313,3597.0
2021-12-28,36398.21,1365.650024,15781.719727,29069.160156,17134.160156,4786.35,14837.870117,3630.112061
2021-12-27,36302.38,1360.0,15871.259766,28676.460938,17141.089844,4791.19,14715.650391,3615.969971
2021-12-23,35950.56,1353.319946,15653.370117,28798.369141,16963.439453,4725.79,14863.929688,3643.340088
2021-12-22,35753.89,1339.47998,15521.889648,28562.210938,16874.880859,4696.56,14791.330078,3622.620117
2021-12-21,35492.7,1325.619995,15341.089844,28517.589844,16744.269531,4649.23,14688.980469,3625.129883
2021-12-20,34932.16,1302.630005,14980.94043,27937.810547,16442.310547,4568.02,14569.179688,3593.600098
2021-12-17,35365.44,1315.689941,15169.679688,28545.679688,16668.640625,4620.64,14867.549805,3632.360107
2021-12-16,35897.64,1326.280029,15180.429688,29066.320313,16849.089844,4668.67,15112.80957,3675.02002
2021-12-15,35927.43,1314.699951,15565.580078,28459.720703,16813.570313,4709.85,15026.209961,3647.629883
2021-12-14,35544.18,1311.689941,15237.639648,28432.640625,16652.580078,4634.09,15136.780273,3661.530029
2021-12-13,35650.95,1322.640015,15413.280273,28640.490234,16719.570313,4668.97,15212.490234,3681.080078
2021-12-10,35970.99,1333.189941,15630.599609,28437.769531,16856.630859,4712.02,15111.55957,3666.350098
2021-12-09,35754.69,1338.72998,15517.370117,28725.470703,16780.470703,4667.45,15147.870117,3673.040039
2021-12-08,35754.75,1345.27002,15786.990234,28860.619141,16899.919922,4701.21,14964.459961,3637.570068
2021-12-07,35719.43,1356.77002,15686.919922,28455.599609,16853.570313,4686.75,14697.169922,3595.090088
2021-12-06,35227.03,1314.97998,15225.150391,27927.369141,16591.970703,4591.67,14752.959961,3589.310059
2021-12-03,34580.08,1298.5,15085.469727,28029.570313,16347.870117,4538.43,14892.049805,3607.429932
2021-12-02,34639.79,1307.800049,15381.320313,27753.369141,16475.25,4577.1,14765.55957,3573.840088
2021-12-01,34022.04,1326.73999,15254.049805,27935.619141,16133.889648,4513.04,14794.25,3576.889893
2021-11-30,34483.72,1299.209961,15537.69043,27821.759766,16318.969727,4567.0,14795.730469,3563.889893
2021-11-29,35135.94,1312.449951,15782.830078,28283.919922,16683.980469,4655.27,14810.200195,3562.699951
2021-11-26,34899.34,1303.920044,15491.660156,28751.619141,16624.869141,4594.62,14777.169922,3564.090088
2021-11-24,35804.38,1353.390015,15845.230469,29302.660156,17036.810547,4701.46,14887.599609,3592.702881
2021-11-23,35813.8,1351.77002,15775.139648,,17007.900391,4690.7,14905.129883,3589.089111
2021-11-22,35619.25,1367.73999,15854.759766,29774.109375,16945.779297,4682.94,14960.660156,3582.080078
2021-11-19,35601.98,1372.650024,16057.44043,29745.869141,16973.960938,4697.96,14752.490234,3560.370117
2021-11-18,35870.95,1382.0,15993.709961,29598.660156,17117.740234,4704.54,14579.169922,3520.709961
2021-11-17,35931.05,1387.910034,15921.570313,29688.330078,17192.660156,4688.67,14711.179688,3537.370117
2021-11-16,36142.22,1387.75,15973.860352,29808.119141,17302.789063,4700.9,14613.969727,3521.790039
2021-11-15,36087.45,1382.319946,15853.849609,29776.800781,17285.550781,4682.8,14636.389648,3533.300049
2021-11-12,36100.31,1375.849976,15860.959961,29609.970703,17297.660156,4682.85,14705.370117,3539.100098
2021-11-11,35921.23,1371.180054,15704.280273,29277.859375,17220.410156,4649.27,14699.740234,3532.790039
2021-11-10,36079.94,1369.540039,15622.709961,29106.779297,17192.029297,4646.71,14515.879883,3492.459961
2021-11-09,36319.98,1370.459961,15886.540039,29285.460938,17286.910156,4685.25,14571.929688,3507.0
2021-11-08,36432.22,1372.619995,15982.360352,29507.050781,17310.509766,4701.7,14508.860352,3498.629883
2021-11-05,36327.95,1373.099976,15971.589844,29611.570313,17242.359375,4697.53,14462.620117,3491.570068
2021-11-04,36124.23,1366.109985,15940.30957,29794.369141,17168.869141,4680.06,14555.269531,3526.870117
2021-11-03,36157.58,1358.300049,15811.580078,,17209.75,4660.57,14367.780273,3498.540039
2021-11-02,36052.63,1353.920044,15649.599609,29520.900391,17115.169922,4630.65,14377.269531,3505.629883
2021-11-01,35913.84,1352.099976,15595.919922,29647.080078,17131.080078,4613.67,14476.530273,3544.47998
2021-10-29,35819.56,1343.089966,15498.389648,28892.689453,17016.410156,4605.38,14451.379883,3547.340088
2021-10-28,35730.48,1343.150024,15448.120117,28820.089844,17077.0,4596.42,14244.820313,3518.419922
2021-10-27,35490.69,1333.930054,15235.839844,29098.240234,16920.380859,4551.68,14393.509766,3562.310059
2021-10-26,35756.88,1336.349976,15235.709961,29106.009766,17145.150391,4574.79,14552.820313,3597.639893
2021-10-25,35741.15,1328.300049,15226.709961,28600.410156,17169.070313,4566.48,14596.719727,3609.860107
2021-10-22,35677.02,1331.439941,15090.200195,28804.849609,17122.240234,4544.9,14492.820313,3582.600098
2021-10-21,35603.08,1321.01001,15215.700195,28708.580078,17083.150391,4549.78,14444.860352,3594.780029
2021-10-20,35609.34,1321.72998,15121.679688,29255.550781,17099.210938,4536.19,14452.25,3587.0
2021-10-19,35457.31,1315.670044,15129.089844,29215.519531,16988.160156,4519.63,14499.769531,3593.149902
2021-10-18,35258.61,1311.859985,15021.80957,29025.460938,16862.0,4486.46,14350.019531,3568.139893
2021-10-15,35294.76,1320.369995,14897.339844,29068.630859,16871.740234,4471.37,14415.990234,3572.370117
2021-10-14,34912.56,1310.910034,14823.429688,28550.929688,16744.289063,4438.26,14341.379883,3558.280029
2021-10-13,34377.81,1291.839966,14571.639648,28140.279297,16513.160156,4363.8,14353.080078,3561.76001
2021-10-12,34378.34,1280.930054,14465.919922,28230.609375,16441.75,4350.65,14135.379883,3546.939941
2021-10-11,34496.06,1284.27002,14486.200195,28498.199219,16430.070313,4361.19,14367.599609,3591.709961
2021-10-08,34746.25,1283.400024,14579.540039,28048.939453,16517.230469,4391.34,14414.160156,3592.169922
2021-10-07,34754.94,1291.25,14654.019531,27678.210938,16511.810547,4399.76,,
2021-10-06,34416.99,1269.630005,14501.910156,27528.869141,16338.459961,4363.55,,
2021-10-05,34314.67,1286.310059,14433.830078,27822.119141,16327.089844,4345.72,,
2021-10-04,34002.92,1266.670044,14255.480469,28444.890625,16198.55957,4300.46,,
2021-10-01,34326.46,1275.939941,14566.700195,28771.070313,16323.740234,4357.04,,
2021-09-30,33843.92,1275.930054,14448.580078,29452.660156,16144.919922,4307.54,14309.009766,3568.169922
2021-09-29,34390.72,1282.069946,14512.44043,29544.289063,16344.889648,4359.46,14079.019531,3536.290039
2021-09-28,34299.99,1277.869995,14546.679688,30183.960938,16328.780273,4352.63,14313.820313,3602.219971
2021-09-27,34869.37,1305.390015,14969.969727,30240.060547,16599.789063,4443.11,14344.290039,3582.830078
2021-09-24,34798.0,1305.630005,15047.700195,30248.810547,16539.150391,4455.48,14357.849609,3613.070068
2021-09-23,34764.82,1318.420044,15052.240234,,16567.259766,4448.98,14387.360352,3642.219971
2021-09-22,34258.32,1306.130005,14896.849609,29639.400391,16352.179688,4395.64,14277.080078,3628.48999
2021-09-21,33919.84,1291.359985,14746.400391,29839.710938,16184.5,4354.19,,
2021-09-20,33970.47,1274.150024,14713.900391,,16168.169922,4357.73,,
2021-09-17,34584.88,1294.640015,15043.969727,30500.050781,16460.349609,4432.99,14359.360352,3613.969971
2021-09-16,34751.32,1304.75,15181.919922,30323.339844,16576.769531,4473.75,14258.129883,3607.090088
2021-09-15,34814.39,1298.599976,15161.530273,30511.710938,16626.880859,4480.7,14536.30957,3656.219971
2021-09-14,34577.57,1310.780029,15037.759766,30670.099609,16497.230469,4443.05,14626.080078,3662.600098
2021-09-13,34869.63,1311.420044,15105.580078,30447.369141,16635.390625,4468.73,14705.830078,3715.370117
2021-09-10,34607.72,1308.810059,15115.490234,30381.839844,16563.480469,4458.58,14771.870117,3703.110107
2021-09-09,34879.38,1310.800049,15248.25,30008.189453,16663.119141,4493.28,14698.530273,3693.129883
2021-09-08,35031.07,1312.339966,15286.639648,30181.210938,16731.039063,4514.07,14688.080078,3675.189941
2021-09-07,35100.0,1322.589966,15374.330078,29916.140625,16801.179688,4520.03,14702.900391,3676.590088
2021-09-03,35369.09,1314.199951,15363.519531,29128.109375,16909.720703,4535.43,14179.860352,3581.72998
2021-09-02,35443.82,1325.51001,15331.179688,28543.509766,16926.720703,4536.95,14277.339844,3597.040039
2021-09-01,35312.53,1322.540039,15309.379883,28451.019531,16845.990234,4524.09,14314.089844,3567.100098
2021-08-31,35360.73,1308.969971,15259.240234,28089.539063,16806.439453,4522.68,14328.379883,3543.939941
2021-08-30,35399.84,1308.939941,15265.889648,27789.289063,16819.630859,4528.79,14423.370117,3528.150879
2021-08-27,35455.8,1307.290039,15129.5,27641.140625,16844.75,4509.37,14436.900391,3522.156982
2021-08-26,35213.12,1301.469971,14945.80957,27742.289063,16694.320313,4470.0,14415.459961,3501.664063
2021-08-25,35405.5,1303.410034,15041.860352,27724.800781,16812.839844,4496.19,14697.5,3540.379883
2021-08-24,35366.26,1301.829956,15019.799805,27732.099609,16741.160156,4486.23,14663.549805,3514.470947
2021-08-23,35335.71,1300.72998,14942.650391,27494.240234,16648.550781,4479.53,14535.879883,3477.129883
2021-08-20,35120.08,1288.280029,14714.660156,27013.25,16516.679688,4441.67,14253.530273,3427.333984
2021-08-19,34894.12,1282.430054,14541.790039,27281.169922,16429.140625,4405.8,14487.360352,3465.554932
2021-08-18,34960.69,1308.689941,14525.910156,27585.910156,16550.339844,4400.27,14454.110352,3485.285889
2021-08-17,35343.28,1313.420044,14656.179688,27424.470703,16707.130859,4448.08,14350.650391,3446.976074
2021-08-16,35625.4,1316.400024,14793.759766,27523.189453,16836.740234,4479.71,14693.740234,3517.340088
2021-08-13,35515.38,1327.640015,14822.900391,27977.150391,16868.109375,4468.0,14799.030273,3516.300049
2021-08-12,35499.85,1327.48999,14816.259766,28015.019531,16871.119141,4460.83,14901.969727,3524.73999
2021-08-11,35484.97,1324.709961,14765.139648,28070.509766,16875.390625,4442.41,15021.169922,3532.620117
2021-08-10,35264.67,1319.800049,14788.089844,27888.150391,16792.779297,4436.75,15057.589844,3529.929932
2021-08-09,35101.85,1314.209961,14860.179688,,16726.949219,4432.35,14941.44043,3494.629883
2021-08-06,35208.51,1311.810059,14835.759766,27820.039063,16748.080078,4436.52,14827.410156,3458.22998
2021-08-05,35064.25,1308.219971,14895.120117,27728.119141,16695.5,4429.1,14872.230469,3466.550049
2021-08-04,34792.67,1302.180054,14780.530273,27584.080078,16594.480469,4402.66,14990.110352,3477.219971
2021-08-03,35116.4,1295.589966,14761.290039,27641.830078,16713.460938,4423.15,14736.919922,3447.98999
2021-08-02,34838.16,1293.109985,14681.070313,27781.019531,16576.210938,4387.16,14798.160156,3464.290039
2021-07-30,34935.47,1281.189941,14672.679688,27283.589844,16602.289063,4395.26,14473.209961,3397.360107
2021-07-29,35084.53,1287.780029,14778.259766,27782.419922,16697.140625,4419.15,14515.320313,3411.719971
2021-07-28,34930.93,1281.469971,14762.580078,27581.660156,16573.560547,4400.64,14086.419922,3361.590088
2021-07-27,35058.52,1265.300049,14660.580078,27970.220703,16520.960938,4401.46,14093.639648,3381.179932
2021-07-26,35144.31,1276.459961,14840.709961,27833.289063,16565.310547,4422.3,14630.849609,3467.439941
2021-07-23,35061.55,1279.859985,14836.990234,,16552.380859,4411.79,15028.570313,3550.399902
2021-07-22,34823.35,1265.130005,14684.599609,,16455.919922,4367.48,15262.19043,3574.733887
2021-07-21,34798.0,1257.910034,14631.950195,27548.0,16503.470703,4358.69,15212.599609,3562.660889
2021-07-20,34511.99,1235.130005,14498.879883,27388.160156,16321.94043,4323.06,15011.349609,3536.790039
2021-07-19,33962.04,1228.75,14274.980469,27652.740234,16052.709961,4258.49,14992.900391,3539.120117
2021-07-16,34687.85,1258.670044,14427.240234,28003.080078,16364.660156,4327.16,14972.209961,3539.300049
2021-07-15,34987.02,1263.829956,14543.129883,28279.089844,16499.060547,4360.03,15169.330078,3564.590088
2021-07-14,34933.23,1276.01001,14644.950195,28608.490234,16543.779297,4374.3,15056.320313,3528.5
2021-07-13,34888.79,1275.319946,14677.650391,28718.240234,16575.769531,4369.21,15189.290039,3566.52002
2021-07-12,34996.18,1273.26001,14733.240234,28569.019531,16673.140625,4384.63,15161.519531,3547.840088
2021-07-09,34870.16,1265.839966,14701.919922,27940.419922,16633.300781,4369.55,14844.360352,3524.090088
2021-07-08,34421.93,1244.930054,14559.780273,28118.029297,16359.700195,4320.82,14882.900391,3525.5
2021-07-07,34681.79,1270.849976,14665.05957,28366.949219,16559.310547,4358.13,14940.049805,3553.719971
2021-07-06,34577.37,1264.430054,14663.639648,28643.210938,16542.75,4343.54,14667.650391,3530.26001
2021-07-02,34786.35,1273.189941,14639.330078,28783.279297,16674.849609,4352.34,14670.709961,3518.76001
2021-07-01,34633.53,1270.949951,14522.379883,28707.039063,16640.960938,4319.94,15038.879883,3588.780029
2021-06-30,34502.51,1264.630005,14503.950195,28791.529297,16555.349609,4297.5,15161.700195,3591.199951
2021-06-29,34292.29,1275.939941,14528.330078,28812.609375,16547.570313,4291.8,14999.799805,3573.179932
2021-06-28,34283.27,1273.060059,14500.509766,29048.019531,16573.720703,4290.61,15150.169922,3606.370117
2021-06-25,34433.84,1282.900024,14360.389648,29066.179688,16658.789063,4280.7,15003.849609,3607.560059
2021-06-24,34196.82,1283.01001,14369.709961,28875.230469,16558.619141,4266.49,14784.799805,3566.649902
2021-06-23,33874.24,1268.849976,14271.730469,28874.890625,16437.630859,4241.84,14843.830078,3566.219971
2021-06-22,33945.58,1278.209961,14253.269531,28884.130859,16449.009766,4246.44,14696.290039,3557.409912
2021-06-21,33876.97,1275.300049,14141.480469,28010.929688,16411.980469,4224.79,14641.290039,3529.179932
2021-06-18,33290.08,1268.390015,14030.379883,28964.080078,16143.950195,4166.45,14583.669922,3525.100098
2021-06-17,33823.45,1291.310059,14161.349609,29018.330078,16411.650391,4221.86,14472.370117,3525.600098
2021-06-16,34033.67,1289.02002,14039.679688,29291.009766,16542.759766,4223.7,14295.929688,3518.330078
2021-06-15,34299.33,1284.709961,14072.860352,29441.300781,16655.810547,4246.59,14673.339844,3556.560059
2021-06-14,34393.75,1283.310059,14174.139648,29161.800781,16662.419922,4255.15,,
2021-06-11,34479.6,1279.719971,14069.419922,28948.730469,16694.929688,4247.44,14801.240234,3589.75
2021-06-10,34466.24,1270.859985,14020.330078,28958.560547,16651.429688,4239.18,14893.589844,3610.860107
2021-06-09,34447.14,1271.72998,13911.75,28860.800781,16620.0,4219.55,14718.400391,3591.399902
2021-06-08,34599.82,1268.459961,13924.910156,28963.560547,16685.480469,4227.26,14716.980469,3580.110107
2021-06-07,34630.24,1266.800049,13881.719727,29019.240234,16709.300781,4226.52,14862.599609,3599.540039
2021-06-04,34756.39,1262.790039,13814.490234,28941.519531,16708.740234,4229.89,14870.910156,3591.840088
2021-06-03,34577.04,1259.130005,13614.509766,29058.109375,16632.339844,4192.85,14761.129883,3584.209961
2021-06-02,34600.38,1263.619995,13756.330078,28946.140625,16673.960938,4208.12,14857.910156,3597.139893
2021-06-01,34575.31,1258.579956,13736.480469,28814.339844,16643.320313,4202.04,15034.780273,3624.709961
2021-05-28,34529.45,1256.599976,13748.740234,29149.410156,16555.660156,4204.11,14852.879883,3600.780029
2021-05-27,34464.64,1247.069946,13736.280273,28549.009766,16531.949219,4200.88,14897.19043,3608.850098
2021-05-26,34323.05,1243.420044,13738.0,28642.189453,16451.960938,4195.99,14793.679688,3593.360107
2021-05-25,34312.46,1243.73999,13657.169922,28553.980469,16390.189453,4188.13,14846.450195,3581.340088
2021-05-24,34393.98,1243.900024,13661.169922,28364.609375,16464.689453,4197.05,14506.610352,3497.280029
2021-05-21,34207.84,1238.920044,13470.990234,28317.830078,16375.0,4155.86,14417.459961,3486.560059
2021-05-20,34084.15,1232.280029,13535.740234,28098.25,16350.450195,4159.12,14535.099609,3506.939941
2021-05-19,33896.04,1215.27002,13299.740234,28044.449219,16233.320313,4115.68,14484.450195,3510.959961
2021-05-18,34060.66,1233.800049,13303.639648,28406.839844,16337.730469,4127.83,14450.599609,3529.01001
2021-05-17,34327.79,1234.689941,13379.049805,27824.830078,16422.960938,4163.29,14456.540039,3517.620117
2021-05-14,34382.13,1237.890015,13429.980469,28084.470703,16415.359375,4173.85,14208.780273,3490.379883
2021-05-13,34021.45,1220.459961,13124.990234,27448.009766,16181.629883,4112.5,13917.650391,3429.540039
2021-05-12,33587.66,1220.079956,13031.679688,28147.509766,16042.969727,4063.04,14064.870117,3462.75
2021-05-11,34269.16,1219.76001,13389.429688,28608.589844,16355.620117,4152.1,13966.790039,3441.850098
2021-05-10,34742.82,1243.630005,13401.860352,29518.339844,16516.830078,4188.43,13917.969727,3427.98999
2021-05-07,34777.76,1248.140015,13752.240234,29357.820313,16590.429688,4232.6,13933.80957,3418.870117
2021-05-06,34548.53,1240.099976,13632.839844,29331.369141,16459.599609,4201.62,14210.599609,3441.280029
2021-05-05,34230.34,1238.810059,13582.419922,,16348.410156,4167.59,,
2021-05-04,34133.03,1218.099976,13633.5,,16289.269531,4164.66,,
2021-05-03,34113.23,1235.439941,13895.120117,,16325.240234,4192.66,,
2021-04-30,33874.85,1228.380005,13962.679688,28812.630859,16219.330078,4181.17,14438.570313,3446.860107
2021-04-29,34060.36,1235.02002,14082.549805,,16376.0,4211.47,14464.080078,3474.899902
2021-04-28,33820.38,1236.060059,14051.030273,29053.970703,16322.129883,4183.18,14398.379883,3457.070068
