,Date,Open,High,Low,Close*,Adj Close**,Volume
57,"Mar 03, 2022",4401.31,4416.78,4345.56,4363.49,4363.49,4062080000
58,"Mar 02, 2022",4322.56,4401.48,4322.56,4386.54,4386.54,4409090000
59,"Mar 01, 2022",4363.14,4378.45,4279.54,4306.26,4306.26,4679400000
60,"Feb 28, 2022",4354.17,4388.84,4315.12,4373.94,4373.94,4594010000
61,"Feb 25, 2022",4298.38,4385.34,4286.83,4384.65,4384.65,3941780000
62,"Feb 24, 2022",4155.77,4294.73,4114.65,4288.70,4288.70,5070560000
63,"Feb 23, 2022",4324.93,4341.51,4221.51,4225.50,4225.50,3814340000
64,"Feb 22, 2022",4332.74,4362.12,4267.11,4304.76,4304.76,4007780000
65,"Feb 18, 2022",4384.57,4394.60,4327.22,4348.87,4348.87,3871340000
66,"Feb 17, 2022",4456.06,4456.06,4373.81,4380.26,4380.26,3596510000
67,"Feb 16, 2022",4455.75,4489.55,4429.68,4475.01,4475.01,3478750000
68,"Feb 15, 2022",4429.28,4472.77,4429.28,4471.07,4471.07,3363200000
69,"Feb 14, 2022",4412.61,4426.22,4364.84,4401.67,4401.67,3466170000
70,"Feb 11, 2022",4506.27,4526.33,4401.41,4418.64,4418.64,4164960000
71,"Feb 10, 2022",4553.24,4588.92,4484.31,4504.08,4504.08,4490500000
72,"Feb 09, 2022",4547.00,4590.03,4547.00,4587.18,4587.18,3662810000
73,"Feb 08, 2022",4480.02,4531.32,4465.40,4521.54,4521.54,3509330000
74,"Feb 07, 2022",4505.75,4521.86,4471.47,4483.87,4483.87,3291600000
75,"Feb 04, 2022",4482.79,4539.66,4451.50,4500.53,4500.53,3673700000
76,"Feb 03, 2022",4535.41,4542.88,4470.39,4477.44,4477.44,3596830000
77,"Feb 02, 2022",4566.39,4595.31,4544.32,4589.38,4589.38,3777170000
78,"Feb 01, 2022",4519.57,4550.49,4483.53,4546.54,4546.54,3796450000
79,"Jan 31, 2022",4431.79,4516.89,4414.02,4515.55,4515.55,4001950000
80,"Jan 28, 2022",4336.19,4432.72,4292.46,4431.85,4431.85,3936030000
81,"Jan 27, 2022",4380.58,4428.74,4309.50,4326.51,4326.51,4074330000
82,"Jan 26, 2022",4408.43,4453.23,4304.80,4349.93,4349.93,4046270000
83,"Jan 25, 2022",4366.64,4411.01,4287.11,4356.45,4356.45,3989420000
84,"Jan 24, 2022",4356.32,4417.35,4222.62,4410.13,4410.13,5172540000
85,"Jan 21, 2022",4471.38,4494.52,4395.34,4397.94,4397.94,3945810000
86,"Jan 20, 2022",4547.35,4602.11,4477.95,4482.73,4482.73,3473060000
87,"Jan 19, 2022",4588.03,4611.55,4530.20,4532.76,4532.76,3387370000
88,"Jan 18, 2022",4632.24,4632.24,4568.70,4577.11,4577.11,3324960000
89,"Jan 14, 2022",4637.99,4665.13,4614.75,4662.85,4662.85,3483530000
90,"Jan 13, 2022",4733.56,4744.13,4650.29,4659.03,4659.03,3539830000
91,"Jan 12, 2022",4728.59,4748.83,4706.71,4726.35,4726.35,3060040000
92,"Jan 11, 2022",4669.14,4714.13,4638.27,4713.07,4713.07,3421600000
93,"Jan 10, 2022",4655.34,4673.02,4582.24,4670.29,4670.29,3621800000
94,"Jan 07, 2022",4697.66,4707.95,4662.74,4677.03,4677.03,3279870000
95,"Jan 06, 2022",4693.39,4725.01,4671.26,4696.05,4696.05,3371250000
96,"Jan 05, 2022",4787.99,4797.70,4699.44,4700.58,4700.58,3733540000
97,"Jan 04, 2022",4804.51,4818.62,4774.27,4793.54,4793.54,3641050000
98,"Jan 03, 2022",4778.14,4796.64,4758.17,4796.56,4796.56,2775190000
99,"Dec 31, 2021",4775.21,4786.83,4765.75,4766.18,4766.18,2446190000
100,"Dec 30, 2021",4794.23,4808.93,4775.33,4778.73,4778.73,2390990000
101,"Dec 29, 2021",4788.64,4804.06,4778.08,4793.06,4793.06,2369370000
102,"Dec 28, 2021",4795.49,4807.02,4780.04,4786.35,4786.35,2217050000
103,"Dec 27, 2021",4733.99,4791.49,4733.99,4791.19,4791.19,2264120000
104,"Dec 23, 2021",4703.96,4740.74,4703.96,4725.79,4725.79,2194630000
105,"Dec 22, 2021",4650.36,4697.67,4645.53,4696.56,4696.56,2439570000
106,"Dec 21, 2021",4594.96,4651.14,4583.16,4649.23,4649.23,2564370000
107,"Dec 20, 2021",4587.90,4587.90,4531.10,4568.02,4568.02,3395780000
108,"Dec 17, 2021",4652.50,4666.70,4600.22,4620.64,4620.64,5609780000
109,"Dec 16, 2021",4719.13,4731.99,4651.89,4668.67,4668.67,3592810000
110,"Dec 15, 2021",4636.46,4712.60,4611.22,4709.85,4709.85,3367580000
111,"Dec 14, 2021",4642.99,4660.47,4606.52,4634.09,4634.09,3292740000
112,"Dec 13, 2021",4710.30,4710.30,4667.60,4668.97,4668.97,3322050000
113,"Dec 10, 2021",4687.64,4713.57,4670.24,4712.02,4712.02,2858310000
114,"Dec 09, 2021",4691.00,4695.26,4665.98,4667.45,4667.45,2851660000
115,"Dec 08, 2021",4690.86,4705.06,4674.52,4701.21,4701.21,3061550000
116,"Dec 07, 2021",4631.97,4694.04,4631.97,4686.75,4686.75,3334320000
117,"Dec 06, 2021",4548.37,4612.60,4540.51,4591.67,4591.67,3305690000
118,"Dec 03, 2021",4589.49,4608.03,4495.12,4538.43,4538.43,3971500000
119,"Dec 02, 2021",4504.73,4595.46,4504.73,4577.10,4577.10,3771510000
120,"Dec 01, 2021",4602.82,4652.94,4510.27,4513.04,4513.04,4078260000
121,"Nov 30, 2021",4640.25,4646.02,4560.00,4567.00,4567.00,4950190000
122,"Nov 29, 2021",4628.75,4672.95,4625.26,4655.27,4655.27,3471380000
123,"Nov 26, 2021",4664.63,4664.63,4585.43,4594.62,4594.62,2676740000
124,"Nov 24, 2021",4675.78,4702.87,4659.89,4701.46,4701.46,2464040000
125,"Nov 23, 2021",4678.48,4699.39,4652.66,4690.70,4690.70,3428780000
126,"Nov 22, 2021",4712.00,4743.83,4682.17,4682.94,4682.94,3206280000
127,"Nov 19, 2021",4708.44,4717.75,4694.22,4697.96,4697.96,3265600000
128,"Nov 18, 2021",4700.72,4708.80,4672.78,4704.54,4704.54,3335620000
129,"Nov 17, 2021",4701.50,4701.50,4684.41,4688.67,4688.67,3221250000
130,"Nov 16, 2021",4679.42,4714.95,4679.42,4700.90,4700.90,2838210000
131,"Nov 15, 2021",4689.30,4697.42,4672.86,4682.80,4682.80,2618980000
132,"Nov 12, 2021",4655.24,4688.47,4650.77,4682.85,4682.85,2865790000
133,"Nov 11, 2021",4659.39,4664.55,4648.31,4649.27,4649.27,2623140000
134,"Nov 10, 2021",4670.26,4684.85,4630.86,4646.71,4646.71,3581630000
135,"Nov 09, 2021",4707.25,4708.53,4670.87,4685.25,4685.25,3110230000
136,"Nov 08, 2021",4701.48,4714.92,4694.39,4701.70,4701.70,3465720000
137,"Nov 05, 2021",4699.26,4718.50,4681.32,4697.53,4697.53,3491150000
138,"Nov 04, 2021",4662.93,4683.00,4662.59,4680.06,4680.06,3332940000
139,"Nov 03, 2021",4630.65,4663.46,4621.19,4660.57,4660.57,3339440000
140,"Nov 02, 2021",4613.34,4635.15,4613.34,4630.65,4630.65,3309690000
141,"Nov 01, 2021",4610.62,4620.34,4595.06,4613.67,4613.67,2924000000
142,"Oct 29, 2021",4572.87,4608.08,4567.59,4605.38,4605.38,3632260000
143,"Oct 28, 2021",4562.84,4597.55,4562.84,4596.42,4596.42,3197560000
144,"Oct 27, 2021",4580.22,4584.57,4551.66,4551.68,4551.68,3259510000
145,"Oct 26, 2021",4578.69,4598.53,4569.17,4574.79,4574.79,2866500000
146,"Oct 25, 2021",4553.69,4572.62,4537.36,4566.48,4566.48,3250210000
147,"Oct 22, 2021",4546.12,4559.67,4524.00,4544.90,4544.90,3062810000
148,"Oct 21, 2021",4532.24,4551.44,4526.89,4549.78,4549.78,3016950000
149,"Oct 20, 2021",4524.42,4540.87,4524.40,4536.19,4536.19,2671560000
150,"Oct 19, 2021",4497.34,4520.40,4496.41,4519.63,4519.63,2531210000
151,"Oct 18, 2021",4463.72,4488.75,4447.47,4486.46,4486.46,2683540000
152,"Oct 15, 2021",4447.69,4475.82,4447.69,4471.37,4471.37,3000560000
153,"Oct 14, 2021",4386.75,4439.73,4386.75,4438.26,4438.26,2642920000
154,"Oct 13, 2021",4358.01,4372.87,4329.92,4363.80,4363.80,2926460000
155,"Oct 12, 2021",4368.31,4374.89,4342.09,4350.65,4350.65,2608150000
156,"Oct 11, 2021",4385.44,4415.88,4360.59,4361.19,4361.19,2580000000
157,"Oct 08, 2021",4406.51,4412.02,4386.22,4391.34,4391.34,2401890000
158,"Oct 07, 2021",4383.73,4429.97,4383.73,4399.76,4399.76,3096080000
159,"Oct 06, 2021",4319.57,4365.57,4290.49,4363.55,4363.55,3219590000
160,"Oct 05, 2021",4309.87,4369.23,4309.87,4345.72,4345.72,2967400000
161,"Oct 04, 2021",4348.84,4355.51,4278.94,4300.46,4300.46,3110560000
162,"Oct 01, 2021",4317.16,4375.19,4288.52,4357.04,4357.04,3148980000
163,"Sep 30, 2021",4370.67,4382.55,4306.24,4307.54,4307.54,3123770000
164,"Sep 29, 2021",4362.41,4385.57,4355.08,4359.46,4359.46,2753800000
165,"Sep 28, 2021",4419.54,4419.54,4346.33,4352.63,4352.63,3495970000
166,"Sep 27, 2021",4442.12,4457.30,4436.19,4443.11,4443.11,3032870000
167,"Sep 24, 2021",4438.04,4463.12,4430.27,4455.48,4455.48,2772090000
168,"Sep 23, 2021",4406.75,4465.40,4406.75,4448.98,4448.98,2833290000
169,"Sep 22, 2021",4367.43,4416.75,4367.43,4395.64,4395.64,3273670000
170,"Sep 21, 2021",4374.45,4394.87,4347.96,4354.19,4354.19,3044300000
171,"Sep 20, 2021",4402.95,4402.95,4305.91,4357.73,4357.73,3773680000
172,"Sep 17, 2021",4469.74,4471.52,4427.76,4432.99,4432.99,5622210000
173,"Sep 16, 2021",4477.09,4485.87,4443.80,4473.75,4473.75,3321030000
174,"Sep 15, 2021",4447.49,4486.87,4438.37,4480.70,4480.70,3154760000
175,"Sep 14, 2021",4479.33,4485.68,4435.46,4443.05,4443.05,2568730000
176,"Sep 13, 2021",4474.81,4492.99,4445.70,4468.73,4468.73,3096390000
177,"Sep 10, 2021",4506.92,4520.47,4457.66,4458.58,4458.58,2851140000
178,"Sep 09, 2021",4513.02,4529.90,4492.07,4493.28,4493.28,3035300000
179,"Sep 08, 2021",4518.09,4521.79,4493.95,4514.07,4514.07,2808480000
180,"Sep 07, 2021",4535.38,4535.38,4513.00,4520.03,4520.03,3098870000
181,"Sep 03, 2021",4532.42,4541.45,4521.30,4535.43,4535.43,2609660000
182,"Sep 02, 2021",4534.48,4545.85,4524.66,4536.95,4536.95,2897010000
183,"Sep 01, 2021",4528.80,4537.11,4522.02,4524.09,4524.09,3101830000
184,"Aug 31, 2021",4529.75,4531.39,4515.80,4522.68,4522.68,3090380000
185,"Aug 30, 2021",4513.76,4537.36,4513.76,4528.79,4528.79,2557300000
186,"Aug 27, 2021",4474.10,4513.33,4474.10,4509.37,4509.37,2862360000
187,"Aug 26, 2021",4493.75,4495.90,4468.99,4470.00,4470.00,2704600000
188,"Aug 25, 2021",4490.45,4501.71,4485.66,4496.19,4496.19,2554680000
189,"Aug 24, 2021",4484.40,4492.81,4482.28,4486.23,4486.23,3037770000
190,"Aug 23, 2021",4450.29,4489.88,4450.29,4479.53,4479.53,2965520000
191,"Aug 20, 2021",4410.56,4444.35,4406.80,4441.67,4441.67,2867770000
192,"Aug 19, 2021",4382.44,4418.61,4367.73,4405.80,4405.80,3120840000
193,"Aug 18, 2021",4440.94,4454.32,4397.59,4400.27,4400.27,2965210000
194,"Aug 17, 2021",4462.12,4462.12,4417.83,4448.08,4448.08,2884000000
195,"Aug 16, 2021",4461.65,4480.26,4437.66,4479.71,4479.71,2707170000
196,"Aug 13, 2021",4464.84,4468.37,4460.82,4468.00,4468.00,2371630000
197,"Aug 12, 2021",4446.08,4461.77,4435.96,4460.83,4460.83,2543860000
198,"Aug 11, 2021",4442.18,4449.44,4436.42,4442.41,4442.41,2803060000
199,"Aug 10, 2021",4435.79,4445.21,4430.03,4436.75,4436.75,3219840000
200,"Aug 09, 2021",4437.77,4439.39,4424.74,4432.35,4432.35,2779880000
201,"Aug 06, 2021",4429.07,4440.82,4429.07,4436.52,4436.52,2839970000
202,"Aug 05, 2021",4408.86,4429.76,4408.86,4429.10,4429.10,2734220000
203,"Aug 04, 2021",4415.95,4416.17,4400.23,4402.66,4402.66,3382620000
204,"Aug 03, 2021",4392.74,4423.79,4373.00,4423.15,4423.15,3305340000
205,"Aug 02, 2021",4406.86,4422.18,4384.81,4387.16,4387.16,2919940000
206,"Jul 30, 2021",4395.12,4412.25,4389.65,4395.26,4395.26,2861600000
207,"Jul 29, 2021",4403.59,4429.97,4403.59,4419.15,4419.15,2815510000
208,"Jul 28, 2021",4402.95,4415.47,4387.01,4400.64,4400.64,3215130000
209,"Jul 27, 2021",4416.38,4416.38,4372.51,4401.46,4401.46,3381080000
210,"Jul 26, 2021",4409.58,4422.73,4405.45,4422.30,4422.30,2679110000
211,"Jul 23, 2021",4381.20,4415.18,4381.20,4411.79,4411.79,3490730000
212,"Jul 22, 2021",4361.27,4369.87,4350.06,4367.48,4367.48,2907910000
213,"Jul 21, 2021",4331.13,4359.70,4331.13,4358.69,4358.69,3078550000
214,"Jul 20, 2021",4265.11,4336.84,4262.05,4323.06,4323.06,3634190000
215,"Jul 19, 2021",4296.40,4296.40,4233.13,4258.49,4258.49,4155790000
216,"Jul 16, 2021",4367.43,4375.09,4322.53,4327.16,4327.16,3165160000
217,"Jul 15, 2021",4369.02,4369.02,4340.70,4360.03,4360.03,3226930000
218,"Jul 14, 2021",4380.11,4393.68,4362.36,4374.30,4374.30,3213870000
219,"Jul 13, 2021",4381.07,4392.37,4366.92,4369.21,4369.21,3166900000
220,"Jul 12, 2021",4372.41,4386.68,4364.03,4384.63,4384.63,2983980000
221,"Jul 09, 2021",4329.38,4371.60,4329.38,4369.55,4369.55,2738280000
222,"Jul 08, 2021",4321.07,4330.88,4289.37,4320.82,4320.82,3393780000
223,"Jul 07, 2021",4351.01,4361.88,4329.79,4358.13,4358.13,3243900000
224,"Jul 06, 2021",4356.46,4356.46,4314.37,4343.54,4343.54,3437900000
225,"Jul 02, 2021",4326.60,4355.43,4326.60,4352.34,4352.34,2628550000
226,"Jul 01, 2021",4300.73,4320.66,4300.73,4319.94,4319.94,3077580000
227,"Jun 30, 2021",4290.65,4302.43,4287.96,4297.50,4297.50,3687880000
228,"Jun 29, 2021",4293.21,4300.52,4287.04,4291.80,4291.80,3049560000
229,"Jun 28, 2021",4284.90,4292.14,4274.67,4290.61,4290.61,3415610000
230,"Jun 25, 2021",4274.45,4286.12,4271.16,4280.70,4280.70,6248390000
231,"Jun 24, 2021",4256.97,4271.28,4256.97,4266.49,4266.49,3141680000
232,"Jun 23, 2021",4249.27,4256.60,4241.43,4241.84,4241.84,3172440000
233,"Jun 22, 2021",4224.61,4255.84,4217.27,4246.44,4246.44,3208760000
234,"Jun 21, 2021",4173.40,4226.24,4173.40,4224.79,4224.79,3391740000
235,"Jun 18, 2021",4204.78,4204.78,4164.40,4166.45,4166.45,6084980000
236,"Jun 17, 2021",4220.37,4232.29,4196.05,4221.86,4221.86,3952110000
237,"Jun 16, 2021",4248.87,4251.89,4202.45,4223.70,4223.70,3722050000
238,"Jun 15, 2021",4255.28,4257.16,4238.35,4246.59,4246.59,3578450000
239,"Jun 14, 2021",4248.31,4255.59,4234.07,4255.15,4255.15,3612050000
240,"Jun 11, 2021",4242.90,4248.38,4232.25,4247.44,4247.44,3204280000
241,"Jun 10, 2021",4228.56,4249.74,4220.34,4239.18,4239.18,3502480000
242,"Jun 09, 2021",4232.99,4237.09,4218.74,4219.55,4219.55,3902870000
243,"Jun 08, 2021",4233.81,4236.74,4208.41,4227.26,4227.26,3943870000
244,"Jun 07, 2021",4229.34,4232.34,4215.66,4226.52,4226.52,3835570000
245,"Jun 04, 2021",4206.05,4233.45,4206.05,4229.89,4229.89,3487070000
246,"Jun 03, 2021",4191.43,4204.39,4167.93,4192.85,4192.85,4579450000
247,"Jun 02, 2021",4206.82,4217.37,4198.27,4208.12,4208.12,4860930000
248,"Jun 01, 2021",4216.52,4234.12,4197.59,4202.04,4202.04,4122960000
249,"May 28, 2021",4210.77,4218.36,4203.57,4204.11,4204.11,4199270000
250,"May 27, 2021",4201.94,4213.38,4197.78,4200.88,4200.88,5201110000
251,"May 26, 2021",4191.59,4202.61,4184.11,4195.99,4195.99,3674490000
252,"May 25, 2021",4205.94,4213.42,4182.52,4188.13,4188.13,3420870000
253,"May 24, 2021",4170.16,4209.52,4170.16,4197.05,4197.05,2947400000
254,"May 21, 2021",4168.61,4188.72,4151.72,4155.86,4155.86,3344620000
255,"May 20, 2021",4121.97,4172.80,4121.97,4159.12,4159.12,3019060000
256,"May 19, 2021",4098.45,4116.93,4061.41,4115.68,4115.68,3485550000
257,"May 18, 2021",4165.94,4169.15,4125.99,4127.83,4127.83,3559790000
258,"May 17, 2021",4169.92,4171.92,4142.69,4163.29,4163.29,3307130000
259,"May 14, 2021",4129.58,4183.13,4129.58,4173.85,4173.85,3251920000
260,"May 13, 2021",4074.99,4131.58,4074.99,4112.50,4112.50,3687780000
261,"May 12, 2021",4130.55,4134.73,4056.88,4063.04,4063.04,3735080000
262,"May 11, 2021",4150.34,4162.04,4111.53,4152.10,4152.10,3593110000
263,"May 10, 2021",4228.29,4236.39,4188.13,4188.43,4188.43,3678970000
264,"May 07, 2021",4210.34,4238.04,4201.64,4232.60,4232.60,4013060000
265,"May 06, 2021",4169.14,4202.70,4147.33,4201.62,4201.62,4504860000
266,"May 05, 2021",4177.06,4187.72,4160.94,4167.59,4167.59,4029050000
267,"May 04, 2021",4179.04,4179.04,4128.59,4164.66,4164.66,4441080000
268,"May 03, 2021",4191.98,4209.39,4188.03,4192.66,4192.66,4061170000
269,"Apr 30, 2021",4198.10,4198.10,4174.85,4181.17,4181.17,4273680000
270,"Apr 29, 2021",4206.14,4218.78,4176.81,4211.47,4211.47,4288940000
271,"Apr 28, 2021",4185.14,4201.53,4181.78,4183.18,4183.18,3772390000
272,"Apr 27, 2021",4188.25,4193.35,4176.22,4186.72,4186.72,3703240000
273,"Apr 26, 2021",4185.03,4194.19,4182.36,4187.62,4187.62,3738920000
274,"Apr 23, 2021",4138.78,4194.17,4138.78,4180.17,4180.17,3568080000
275,"Apr 22, 2021",4170.46,4179.57,4123.69,4134.98,4134.98,4235040000
276,"Apr 21, 2021",4128.42,4175.02,4126.35,4173.42,4173.42,3865820000
277,"Apr 20, 2021",4159.18,4159.18,4118.38,4134.94,4134.94,4338230000
278,"Apr 19, 2021",4179.80,4180.81,4150.47,4163.26,4163.26,3788020000
279,"Apr 16, 2021",4174.14,4191.31,4170.75,4185.47,4185.47,4157430000
280,"Apr 15, 2021",4139.76,4173.49,4139.76,4170.42,4170.42,4027680000
281,"Apr 14, 2021",4141.58,4151.69,4120.87,4124.66,4124.66,3976540000
282,"Apr 13, 2021",4130.10,4148.00,4124.43,4141.59,4141.59,3728440000
283,"Apr 12, 2021",4124.71,4131.76,4114.82,4127.99,4127.99,3578500000
284,"Apr 09, 2021",4096.11,4129.48,4095.51,4128.80,4128.80,3634910000
285,"Apr 08, 2021",4089.95,4098.19,4082.54,4097.17,4097.17,3901910000
286,"Apr 07, 2021",4074.29,4083.13,4068.31,4079.95,4079.95,4112640000
287,"Apr 06, 2021",4075.57,4086.23,4068.14,4073.94,4073.94,4027880000
288,"Apr 05, 2021",4034.44,4083.42,4034.44,4077.91,4077.91,3999760000
289,"Apr 01, 2021",3992.78,4020.63,3992.78,4019.87,4019.87,4151240000
290,"Mar 31, 2021",3967.25,3994.41,3966.98,3972.89,3972.89,4564980000
291,"Mar 30, 2021",3963.34,3968.01,3944.35,3958.55,3958.55,4103570000
292,"Mar 29, 2021",3969.31,3981.83,3943.25,3971.09,3971.09,4619840000
293,"Mar 26, 2021",3917.12,3978.19,3917.12,3974.54,3974.54,5467850000
294,"Mar 25, 2021",3879.34,3919.54,3853.50,3909.52,3909.52,4940800000
295,"Mar 24, 2021",3919.93,3942.08,3889.07,3889.14,3889.14,4766990000
296,"Mar 23, 2021",3937.60,3949.13,3901.57,3910.52,3910.52,4645340000
297,"Mar 22, 2021",3916.48,3955.31,3914.16,3940.59,3940.59,4311380000
298,"Mar 19, 2021",3913.14,3930.12,3886.75,3913.10,3913.10,7725050000
299,"Mar 18, 2021",3953.50,3969.62,3910.86,3915.46,3915.46,4043170000
300,"Mar 17, 2021",3949.57,3983.87,3935.74,3974.12,3974.12,4541620000
301,"Mar 16, 2021",3973.59,3981.04,3953.44,3962.71,3962.71,4604870000
302,"Mar 15, 2021",3942.96,3970.08,3923.54,3968.94,3968.94,4882190000
303,"Mar 12, 2021",3924.52,3944.99,3915.21,3943.34,3943.34,4469240000
304,"Mar 11, 2021",3915.54,3960.27,3915.54,3939.34,3939.34,5300010000
305,"Mar 10, 2021",3891.99,3917.35,3885.73,3898.81,3898.81,5827250000
306,"Mar 09, 2021",3851.93,3903.76,3851.93,3875.44,3875.44,5496340000
307,"Mar 08, 2021",3844.39,3881.06,3819.25,3821.35,3821.35,5852240000
308,"Mar 05, 2021",3793.58,3851.69,3730.19,3841.94,3841.94,6842570000
309,"Mar 04, 2021",3818.53,3843.67,3723.34,3768.47,3768.47,7142240000
310,"Mar 03, 2021",3863.99,3874.47,3818.86,3819.72,3819.72,6150790000
311,"Mar 02, 2021",3903.64,3906.41,3868.57,3870.29,3870.29,5493690000
312,"Mar 01, 2021",3842.51,3914.50,3842.51,3901.82,3901.82,5071540000
313,"Feb 26, 2021",3839.66,3861.08,3789.54,3811.15,3811.15,6512950000
314,"Feb 25, 2021",3915.80,3925.02,3814.04,3829.34,3829.34,6513060000
315,"Feb 24, 2021",3873.71,3928.65,3859.60,3925.43,3925.43,5942350000
316,"Feb 23, 2021",3857.07,3895.98,3805.59,3881.37,3881.37,6280650000
317,"Feb 22, 2021",3885.55,3902.92,3874.71,3876.50,3876.50,5870190000
318,"Feb 19, 2021",3921.16,3930.41,3903.07,3906.71,3906.71,4823940000
319,"Feb 18, 2021",3915.86,3921.98,3885.03,3913.97,3913.97,4773430000
320,"Feb 17, 2021",3918.50,3933.61,3900.43,3931.33,3931.33,4718280000
321,"Feb 16, 2021",3939.61,3950.43,3923.85,3932.59,3932.59,5037360000
322,"Feb 12, 2021",3911.65,3937.23,3905.78,3934.83,3934.83,4119260000
323,"Feb 11, 2021",3916.40,3925.99,3890.39,3916.38,3916.38,4570080000
324,"Feb 10, 2021",3920.78,3931.50,3884.94,3909.88,3909.88,4815380000
325,"Feb 09, 2021",3910.49,3918.35,3902.64,3911.23,3911.23,4554610000
