Date,EUR,NIKKEI,S&P,SSE,Average,S&P Adjusted,EUR Adjusted,NIKKEI Adjusted,SSE Adjusted
2011-04-14,101.71738937025478,90.60638348257928,116.0222067273321,93.79963377746924,1167598.6373952986,1803333.159162923,1600828.2739090696,557905.1820386426,708327.934470559
2011-04-13,102.59401386811882,90.48681065239336,116.01249790377676,94.03892284250708,1171277.6720349337,1803182.2549184023,1614624.590256454,557168.917119686,710134.9258451922
2011-04-12,101.8106422159664,89.68041351377774,115.99043239569636,93.14403305687216,1165178.9756361758,1802839.2907263085,1602295.8871948791,552203.5589945458,703377.1656289701
2011-04-11,103.32860045809268,91.22376095092191,116.89953132860838,93.1864898969514,1177139.8417529287,1816969.41544056,1626185.5140094627,561706.6591048636,703697.7784568284
2011-04-08,103.67867765217116,91.67782792758608,117.22698346852135,93.41076364031014,1180911.9932304735,1822059.0040512274,1631695.0288898698,564502.5583509941,705391.381629802
2011-04-07,103.20234269074652,90.01519178598618,117.69830272111844,92.72908374007606,1177022.9517847588,1829384.7191943438,1624198.4692669688,554264.9428145385,700243.6758631844
2011-04-06,103.67436926891877,89.95362725983418,117.87747464673122,92.52719368101464,1179100.4441944768,1832169.5884341432,1631627.2235542436,553885.8617073386,698719.103082182
2011-04-05,103.58541591106638,90.24626266499816,117.62063213267552,,1338030.8377852526,1828177.4852381756,1630227.2756083626,555687.7525092196,0.0
2011-04-04,103.76189505964066,91.21615360251776,117.64181502043265,,1341057.0841575228,1828506.7308625847,1633004.7044486247,561659.817161359,0.0
2011-04-01,103.85228444959444,91.11760637670132,117.60121448556475,91.4805627682672,1178542.8539304258,1827875.676749133,1634427.2526677172,561053.0165602833,690815.4697445699
2011-03-31,102.31997349058057,91.55600038380072,117.0204503128889,90.26904194432066,1168644.920593441,1818848.859213232,1610311.742794757,563752.4101232376,681666.6702425375
2011-03-30,103.18942614943435,91.1213642264434,117.23492705143028,91.12175336300542,1173839.9339476675,1822182.4711603809,1623995.1887397978,561076.1553697562,688105.9205207354
2011-03-29,102.33432620746818,88.77772385355965,116.45645592635417,91.1928408661774,1163977.0854091838,1810082.6944633229,1610537.6258531343,546645.2835193394,688642.7378009387
2011-03-28,102.07033002009108,88.96027268773477,115.64003212737975,91.99215952477324,1161555.9966318004,1797393.0193558636,1606382.8538561934,547769.3206638193,694678.7926513251
2011-03-25,102.08324656140326,89.50087095188793,115.9586580640606,91.80130329678737,1163316.78284254,1802345.422289694,1606586.1343833643,551098.0328514118,693237.5418456898
2011-03-24,101.91538432280784,88.55181314192765,115.59325325024932,90.84229554331304,1157965.0239712992,1796665.9352686252,1603944.3184723498,545254.2473488939,685995.5947953284
2011-03-23,100.63415300985888,88.68752638401945,114.52351741851209,90.89689255402097,1149079.2779088314,1780039.0312359333,1583780.3000691591,546089.8962085444,686407.8841216894
2011-03-22,100.02869653838214,90.17841062874464,114.19076955665982,89.99254201916128,1145991.848676997,1774867.1312191635,1574251.6261210581,555269.95631007,679578.6810576963
2011-03-21,100.37303792555184,,114.5976575256622,89.68409974941395,1346037.247017134,1781191.3909213676,1579670.8708723348,0.0,677249.4792576995
2011-03-18,98.07888001375744,86.40949250337452,112.90567436605797,89.61467559371015,1126811.6316959711,1754892.896671639,1543565.4136565146,532062.9937098285,676725.2227459021
2011-03-17,97.6527661466128,84.11869111633087,112.4211158086126,89.3191261704962,1119167.8734265808,1747361.4030132657,1536859.2336153924,517957.47580116265,674493.381276502
2011-03-16,95.78043107907476,85.34865251885796,110.93478318431762,90.35205890586214,1109869.061530678,1724259.3350338489,1507392.4243224785,525530.9139387672,682293.5728276179
2011-03-15,97.64128578087612,80.76320940630785,113.14045137203328,89.2870032021882,1116691.9068418075,1758542.0356755133,1536678.5556194284,497296.23139096436,674250.8046813242
2011-03-14,100.02438815512976,90.29263081474038,114.4220160813423,90.5624011623474,1148125.1129129333,1778461.3959523034,1574183.8207854321,555973.2625365313,683881.9723774664
2011-03-11,101.2324462507704,96.24243791257688,115.11840351635936,90.44429578500169,1164520.1615797535,1789285.3458547737,1593196.2390946245,592608.9617491756,682990.0996204403
2011-03-10,102.19515175533584,97.93135148423173,114.30904067997068,91.16405211494052,1169121.6091675826,1776705.4192887843,1608347.2983254755,603008.3795100974,688425.3395459733
2011-03-09,102.9957395801337,99.3872235983908,116.50764790510068,92.55166978274696,1185675.5272709213,1810878.37138898,1620946.949512144,611972.8538181474,698903.9343644136
2011-03-08,103.31425663659816,98.7836493396339,116.66651956327944,92.48347244406654,1186488.1990357563,1813347.7135720523,1625959.7709467818,608256.3694628221,698388.9421613684
2011-03-07,102.81496080022612,98.59433637404594,115.63473640544048,92.3684529300304,1180005.9039436444,1797310.7079497613,1618101.8530739585,607090.6824497329,697520.3723011246
2011-03-04,103.4806826996181,100.36481354262,116.60738400162404,90.7066459580652,1185992.7789030755,1812428.5695372424,1628578.9843265896,617992.3247961409,684971.2369523293
2011-03-03,104.11770791715388,99.35455783034412,117.4741171590217,89.49422947599629,1188023.0199372147,1825900.2030026743,1638604.4872001677,611771.7156580307,675815.673887986
2011-03-02,103.55529209250194,98.47570758874151,115.48557357081704,89.82810368267657,1177360.6530930272,1794992.2700112092,1629753.1869517956,606360.2304493723,678336.9249597321
2011-03-01,104.45774092107118,100.93141426191175,115.29934068261856,89.98569293047053,1184265.4212678396,1792097.6522299403,1643955.9266158182,621481.1460611512,679526.9601644482
2011-02-28,105.13924281753312,99.71186485245016,117.14313453781588,89.55819697031163,1191426.9218398212,1820755.7401212722,1654681.4034623362,613971.8193543678,676298.7244213083
2011-02-25,104.30565867954572,98.7983782643171,116.49529122057564,88.74161257694277,1182682.0293355708,1810686.311441407,1641562.4562986905,608347.0622274019,670132.2873747833
2011-02-24,103.0057837702949,98.1033875162221,115.2790404151846,88.74278670819425,1171773.9971181701,1791782.1251732141,1621105.024976901,604067.684495637,670141.1538269288
2011-02-23,103.14925785376056,99.28961124787116,115.39378105720265,88.25051795370028,1173681.0387690673,1793565.5389721007,1623363.0201024837,611371.8096743168,666423.7863273676
2011-02-22,104.04166249216864,100.09301127440078,116.10340779706792,88.0310535981976,1180772.0415350094,1804595.2673898267,1637407.68430175,616318.7132016718,664766.5012467892
2011-02-18,106.24829461324114,101.76455627292349,118.53679202817324,89.39600904692084,1204059.541525796,1842417.3584938967,1672135.660623189,626611.1846682754,675073.9623178227
2011-02-17,106.22247028253592,101.70674042692885,118.30907598478365,90.23368257752212,1204565.5113078495,1838877.9680314923,1671729.2373065504,626255.1859091973,681399.6539841583
2011-02-16,106.03165606438624,101.44066658693544,117.946319031942,90.13909743587968,1201817.0202560555,1833239.6367134745,1668726.2031413107,624616.8468823915,680685.3942870453
2011-02-15,105.19663589429742,100.8623340550465,117.21286154334987,89.37890140029194,1193356.1810119075,1821839.506968287,1655584.6557044527,621055.7874505867,674944.7739243045
2011-02-14,104.94124786498008,100.6640205930012,117.5932709026558,89.37572520970811,1193518.259425182,1827752.209639979,1651565.3588990567,619834.6802405812,674920.7889211108
2011-02-11,104.96277242087795,,117.31348026019649,87.16205490800166,1377837.2645605954,1823403.423684234,1651904.1123597773,0.0,658204.2576377746
2011-02-10,104.94124786498008,99.53880228685752,116.67093266489552,86.87951874713444,1183489.6361644368,1813416.306410471,1651565.3588990567,612906.1935292337,656070.6858189857
2011-02-09,104.9871605760077,99.65311413115872,116.58355325289722,85.52004255703245,1180940.1917156165,1812058.1682097814,1652287.9331452092,613610.0641380446,645804.6013694305
2011-02-08,105.440534805959,99.82346371978096,116.90924015216372,,1363734.1471257554,1817120.3196850808,1659423.1367761828,614658.9849160025,0.0
2011-02-07,105.02015674572311,99.41106300762084,116.42203373374876,,1358158.1804049176,1809547.670323657,1652807.2268641903,612119.6440269051,0.0
2011-02-04,103.83505952502988,98.95567620203953,115.70005030935842,,1347265.8889167628,1798325.881958358,1634156.1668049202,609315.6179870103,0.0
2011-02-03,103.74180653584422,97.903011826773,115.36730244750616,,1342892.1374685287,1793153.9819415882,1632688.5512611163,602833.8792028817,0.0
2011-02-02,104.30565867954572,98.14703352879462,115.09633800827896,,1344947.0903445273,1788942.3816626798,1641562.4562986905,604336.4330722117,0.0
2011-02-01,104.29848669706143,96.43080682389784,115.41055084334371,86.28751672044936,1170161.1984241987,1793826.1917580913,1641449.5836383528,593768.835785878,651600.1825144733
2011-01-31,102.80061697873164,96.08748632798844,113.5155650093999,86.03269302897658,1155894.8179814585,1764372.4269411026,1617876.1100112787,591654.8535651357,649675.8814083167
2011-01-28,102.81352476812472,97.23645239444215,112.65236233329507,84.86293657711133,1152151.7380674724,1750955.6677464054,1618079.2528007468,598729.5661606818,640842.4655620562
2011-01-27,103.93692928072036,98.3469417759026,114.70004148315518,84.75195123945068,1166028.4644212048,1782782.7447726808,1635759.393019977,605567.3601074492,640004.3597847117
2011-01-26,103.649981113789,97.62651683351488,114.44319896909948,83.50845798237707,1160444.8842852847,1778790.6415767132,1631243.4027688112,601131.3723416945,630614.1204539204
2011-01-25,103.03448045215112,98.21329077060004,113.96217089294696,82.54099800065049,1155230.85783382,1771314.0221890747,1621556.6533559542,604744.4093883389,623308.3464019122
2011-01-24,103.33003663366816,97.0935167575666,113.93216180195763,83.10476070022207,1155617.6883875676,1770847.5908878276,1626208.1165406695,597849.4456940461,627565.600427727
2011-01-21,102.98283179074063,96.43099013112332,113.2710791798692,83.70822553546432,1151802.2050098071,1760572.383692707,1620743.8067226761,593769.9644927867,632122.6651310588
2011-01-20,101.9326004954533,97.95884791531368,112.99834949999558,82.54778688143455,1146771.478298914,1756333.3462784314,1604215.266597444,603177.6876846274,623359.612635153
2011-01-19,102.35441458779056,99.08313134616056,113.14486447364938,85.02777380253849,1155413.0142762947,1758610.6285139322,1610853.7767826477,610100.4179387297,642087.2338698694
2011-01-18,103.3960291165731,98.72536606068356,114.30109709706176,83.51354587419061,1160594.6731473063,1776581.952179631,1627246.7062366274,607897.4925040166,630652.5416689505
2011-01-14,102.4261516295234,98.5382161503896,114.14399067952938,86.05272848159935,1160673.781255885,1774140.0471319251,1611982.7743454394,606745.124417378,649827.1791287975
2011-01-13,102.40893545687793,99.3896616192157,113.30726661312104,87.17389403909694,1160782.0494645454,1761134.8449677404,1611711.8262203448,611987.8658338559,658293.6608362405
2011-01-12,102.11767890669418,98.6673577472642,113.50144308422848,86.97637689910358,1158905.8448199416,1764152.9298581632,1607128.030633553,607540.3086344694,656802.1101535807
2011-01-11,100.54377237182418,98.6474594950017,112.488194953177,86.44434577020388,1147741.0416926965,1748404.01415723,1582357.8895877688,607417.7859420931,652784.4770836947
2011-01-10,99.21950069899856,,112.07071554029604,86.0670664103785,1317789.0285472113,1741915.1316428212,1561516.5020008392,0.0,649935.4519979733
2011-01-07,100.5251200236032,98.93240505365532,112.22517409685877,87.51575382421711,1149106.9404360496,1744315.8809874759,1582064.3389314672,609172.3268216804,660875.2150035755
2011-01-06,101.30561946807872,98.82653461455035,112.4325898728144,87.06553543706829,1151970.852065627,1747539.7443931543,1594347.8391886228,608520.4338277092,657475.3908530212
2011-01-05,101.2238382361847,97.42819420188484,112.67177998040584,87.52869935652237,1151300.35606441,1751257.4762354481,1593060.7661610749,599910.2086703378,660972.9731907786
2011-01-04,101.57534271044553,97.59084478379744,112.11043345484072,87.94263263021114,1151533.9310487653,1742532.4671885893,1598592.7435769916,600911.7231224413,664098.7903070394
2011-01-03,101.20374971238826,,112.25783104881772,,1668784.04048267,1744823.4679917737,1592744.6129735664,0.0,0.0
2010-12-31,,,111.00186232888198,86.56857767970325,1095548.3516716906,1664139.9200345988,0.0,0.0,526956.7833087825
2010-12-30,100.06886483405592,96.00301727728863,111.02304521663918,85.07333904150326,1045608.7912302673,1664457.4938878545,1452895.8457710643,547226.798782273,517855.02647987695
2010-12-29,101.00001895292642,97.08816411337638,111.1907430780501,84.82523650077306,1050785.9715709025,1666971.620226127,1466415.2351767805,553412.2442626568,516344.7866180457
2010-12-28,100.38307336379393,96.6009639357099,111.07865029700174,84.25376666506226,1046562.56623037,1665291.1252526501,1457457.8268459893,550635.15452994,512866.15829290036
2010-12-27,100.41464225332705,97.19562934692946,110.99303612564984,85.74623558541249,1049474.9085331599,1664007.5975957424,1457916.174290365,554024.8068404327,521951.0554060995
2010-12-23,101.4863894960672,,110.92507436076222,88.0219240078738,1224089.693132712,1662988.7148165472,1473476.82963782,0.0,535803.5349437691
2010-12-22,101.61839196571532,97.10637592227076,111.10777676766786,88.72111047450765,1058674.2014364896,1665727.7893008764,1475393.368214542,553516.0533945356,540059.594836004
2010-12-21,101.68725665629717,97.33209415709256,110.73354575062444,89.52928025029817,1059073.0633172805,1660117.3178933617,1476393.2119025122,554802.6699048433,544979.053568405
2010-12-20,100.67002153072528,95.88560749301124,110.06981526756634,,1219449.4125220024,1650166.6704913545,1461624.015803739,546557.5512709133,0.0
2010-12-17,100.26973199428588,96.70608280674354,109.79002462510704,89.20943537990038,1049012.6816222987,1645972.0491796047,1455812.2280357569,551234.3426067189,543032.1066671144
2010-12-16,100.647069551171,96.77609789829104,109.6982321114926,89.34501720427832,1050344.3808253524,1644595.895815497,1461290.7769306696,551633.4356300489,543857.4149251948
2010-12-15,100.40890644641824,96.76192806486894,109.0239101845559,89.75429914742676,1047555.20089674,1634486.461486862,1457832.8963392884,551552.6661625595,546348.7795982503
2010-12-14,101.00001895292642,96.82752539690848,109.585256710121,90.23715980763942,1052633.0027461257,1642902.168598134,1466415.2351767805,551926.577514918,549288.0296946703
2010-12-13,100.879496849015,96.61278739722712,109.48552061359764,90.11006033088128,1051322.3022241732,1641406.9250390558,1464665.3795709747,550702.5494429343,548514.3548437273
2010-12-10,100.30560051515228,95.843748751697,109.48022489165837,87.58477909097844,1044280.5123455514,1641327.5315757422,1456333.0016554752,546318.9522595481,533142.5638914403
2010-12-09,100.18938693796736,96.53761214768504,108.82708585247885,86.65711909433152,1040987.7911366259,1631535.671100363,1454645.7013768705,550274.0430030195,527495.7490662511
2010-12-08,99.62266244311486,96.03502312618402,108.4104890599211,87.8161728740222,1038416.9583212046,1625290.0519863372,1446417.4511050868,547409.2353215616,534551.094871833
2010-12-07,99.30415428204356,95.1787841138143,108.01066205350445,88.6582569343655,1035823.6179921757,1619295.8455061386,1441793.043854819,542528.587327153,539676.9952805922
2010-12-06,97.97701900998604,95.42403399583311,107.95505697314184,88.08225618392773,1030270.9891996938,1618462.2141413423,1422524.4199252268,543926.5361796484,536170.7865525575
2010-12-03,98.03727568598222,95.5281171730652,108.09539360453311,87.62762729786536,1030472.158398393,1620566.1409191606,1423399.2841937484,544519.820698189,533403.387782474
2010-12-02,97.94258652122106,95.43613242288124,107.8147203417506,87.6639124113254,1029000.6357147653,1616358.287363525,1422024.4959981476,543995.4984236654,533624.2610737236
2010-12-01,96.15919605961628,93.74234281896206,106.45018932205932,87.04247435987102,1014053.7390162094,1595901.2383163134,1396131.5212217262,534340.7283023656,529841.4682244324
2010-11-30,94.40451074483867,93.26359320669108,104.1977422572132,86.94172501374415,998406.9664290363,1562132.5519201404,1370655.3153238827,531611.8076374598,529228.1908346628
2010-11-29,95.04440831352542,95.03697582904572,104.83411151025165,88.36522887523977,1007808.128703196,1571672.9997616927,1379945.962527743,541720.2659231435,537893.2866002045
2010-11-26,97.28690895546434,94.22578514688644,104.978861243259,88.529915565486,1015584.9965390847,1573843.087758939,1412504.7396480285,537096.3979157674,538895.7608336037
2010-11-24,97.65132997103731,94.13709998307364,105.7688064325369,88.16731281547553,1019190.2808310633,1585685.9460365933,1417795.7537962918,536590.8836135181,536688.53987785
2010-11-23,97.00139696410848,,104.2136294230311,87.19146833553818,1167159.5177231496,1562370.732310082,1408359.4024660124,0.0,530748.4183933545
2010-11-22,99.19224019271785,94.93561480775418,105.7237927960529,88.92060710742902,1026898.9324981562,1585011.101598425,1440168.1676684627,541142.4979656796,541273.9627600576
2010-11-19,100.1233857031433,94.06463770111652,105.89060803714064,89.04992690874192,1029859.6055558184,1587511.9956928124,1453687.4320885094,536177.8413601343,542061.1530818174
2010-11-18,100.31564470531347,93.98242336401611,105.62229145888313,88.33735834852962,1028350.2680160744,1583489.3935515757,1456478.832850658,535709.2114172283,537723.6342448356
2010-11-17,98.61548040309732,92.08684657403975,104.02474867386296,87.51747741042038,1012242.5923555514,1559539.0321185535,1431794.2153533539,524904.234156684,532732.8877936145
2010-11-16,97.85363330684277,91.95018928706644,104.00268316578256,89.23403941958085,1011812.0908016582,1559208.226021412,1420732.9878367179,524125.27395520743,543181.8753932958
2010-11-15,100.05164866141048,92.23560229744665,105.71584921314398,92.92959641610476,1032241.8437571147,1584892.0114034547,1452645.8848490722,525752.1566556756,565677.3221202563
2010-11-12,99.26972179327856,91.27171473491296,105.84471178033344,92.03624959295308,1027153.579292804,1586823.9190107589,1441293.1199277397,520257.9011604774,560239.3770722402
2010-11-11,99.89095826182523,92.5542401577492,107.10950670350134,97.03997479147664,1043591.2072847183,1605785.724498892,1450312.82736511,527568.4243231863,590697.852951685
2010-11-10,100.50359546770537,92.26385029659993,107.5658214106038,96.04150576478683,1045591.9155865991,1612626.794587772,1459207.6824517953,525913.1730756493,584620.0122311799
2010-11-09,101.59973961749436,90.98715412049428,107.09715001897636,96.6471005973096,1046916.3176688646,1605600.4730844938,1475122.555516816,518635.8772022295,588306.3648719192
2010-11-08,101.03157909054045,91.34783403872196,107.96653103734366,97.4027657181704,1049776.4242593467,1618634.2333118562,1466873.455552393,520691.78880411905,592906.2193690181
2010-11-05,101.19657772990398,90.34425079016802,108.1960123213797,96.47745395319797,1048397.160863569,1622074.6167221244,1469269.0641973666,514971.26392903674,587273.6986057485
2010-11-04,101.25683440590014,87.83636504092355,107.77323718655944,95.1654547649473,1041460.9285908879,1615736.371900899,1470143.9284658877,500676.06436976837,579287.3496269966
2010-11-03,99.5624057671187,,105.73438423993152,93.44057598761754,1199833.4039634683,1585169.8885250532,1445542.5868365658,0.0,568787.7365287859
2010-11-02,100.3515132261799,85.970539405014,105.34691391803987,93.8859247481752,1024474.9643205632,1579360.9334592537,1456999.606470377,490040.6716625203,571498.6456901021
2010-11-01,99.81348541318364,85.92116497360104,104.53578584100478,94.15064575014598,1019814.4451883556,1567200.5013283438,1449188.0021745968,489759.2324660233,573110.0447844586
2010-10-29,99.40601528581492,86.36913689820294,104.43693236480462,91.83277899156296,1015075.9964767538,1565718.490013151,1443271.9596941352,492312.7172334466,559000.8189662824
2010-10-28,99.34575860981876,87.90440955398728,104.48282862161184,92.25648915993636,1017861.899393575,1566406.5666952047,1442397.0954256142,501063.9248986829,561580.0105547982
2010-10-27,98.87516806374794,88.10150400562014,104.36544011862416,92.3942611895015,1016204.3305734921,1564646.6782584134,1435564.6101108335,502187.3829824354,562418.650942286
2010-10-26,99.71017962539176,88.01093075204426,104.64699600172996,93.76596787750644,1022248.8572591958,1568867.7640579354,1447688.1095738779,501671.10637972754,570768.4490252421
2010-10-25,100.15495444920236,88.23411931712116,104.6452307610835,94.07039853728266,1024637.9869249207,1568841.2995701637,1454145.777449791,502943.3035195223,572621.5671602054
2010-10-22,99.89095826182523,88.47391573644505,104.42104519898676,91.71587786483624,1019598.1317953366,1565480.3096232095,1450312.82736511,504310.1670893105,558289.2231037166
2010-10-21,100.084653583045,88.00248934684804,104.17214626783998,91.97758073353891,1019094.7846743703,1561748.8168474569,1453125.081986087,501622.9895259685,559882.2503379687
2010-10-20,98.79912263876273,88.05053477975908,103.98767862028792,92.60706460216828,1014763.6650411217,1558983.2778753566,1434460.5096272903,501896.8532981047,563714.0193637346
2010-10-19,98.51504682298231,89.5320335744065,102.90470348370242,92.54238962641382,1011686.3039661174,1542747.3146276667,1430336.0242210072,510341.54457747453,563320.3324383212
2010-10-18,99.08750698126954,89.14760590525421,104.5649123116709,91.10498439741232,1017251.4002456088,1567637.16537657,1438647.5503607732,508150.26842053956,554570.6168245524
2010-10-15,98.90242857002866,89.16412210119573,103.81291979629124,91.59616934792903,1014532.1621235169,1556363.2935859982,1435960.4043111033,508244.4123890258,557560.5382079397
2010-10-14,98.77186227595604,89.94555247847433,103.60285615936591,88.77463120337315,1010090.6912024512,1553214.0195412138,1434064.7175101147,512698.6436825515,540385.3840759249
2010-10-13,98.972729436186,88.25617146447836,103.9815002780254,88.21124482633968,1008974.1789911847,1558890.6521681568,1436981.099774807,503069.0029646731,536955.9610571018
2010-10-12,97.19795574108603,88.11660871433902,103.24627754878684,87.59609136435466,998641.5823350148,1547868.1930114122,1411213.2314865985,502273.4813326039,533211.4235094452
2010-10-11,97.74028318541562,,102.85351150495588,86.53358714413648,1162603.6322534408,1541979.8444822985,1419087.2619577218,0.0,526743.7903203018
2010-10-08,97.52507206021713,89.99595344348953,102.83850695946126,84.4311505030238,996162.3432237186,1541754.8963362433,1415962.62023941,512985.93422323465,513945.9220959864
2010-10-07,97.58246528045544,90.89629673180272,102.2127291503014,,1155762.3755101962,1532373.2354213186,1416795.910108321,518117.9810009487,0.0
2010-10-06,97.45046281080737,90.9584295188006,102.3813096320356,,1156084.036545064,1534900.5940034776,1414879.3715315997,518472.14410011534,0.0
2010-10-05,96.74888114246804,89.33784458593966,102.4501540172464,,1149953.4974343735,1535932.709026558,1404693.1353522476,509234.6479243147,0.0
2010-10-04,94.9683628885402,88.04546627068453,100.35657861057908,,1128418.5502878434,1504545.8265298016,1378841.8620441996,501867.9622895289,0.0
2010-10-01,95.88086465918973,88.26293558650575,101.16947192826062,,1137310.2403457714,1516732.7231484833,1392090.4387521893,503107.55913664144,0.0
2010-09-30,96.39305953303575,87.93556301630657,100.72463128535998,81.86974223780507,977296.5926943521,1510063.6722301168,1399526.9756377647,501241.5027492491,498354.2201602775
2010-09-29,96.8105739940397,89.71908266619575,101.03619625945508,80.48308046685612,980411.1592296158,1514734.6543217506,1405588.8513965025,511407.7431055824,489913.3880946279
2010-09-28,97.28260057221196,89.12197923415128,101.29833449545008,80.50392125032701,982287.8150676091,1518664.6307557875,1412442.1864039225,508004.19383258576,490040.24927814055
2010-09-27,97.22521610389268,90.12978775601756,100.80936283638869,81.01607495309125,982462.4013116119,1511333.9676431392,1411609.0236037734,513748.8031880757,493157.8108114589
2010-09-24,97.51933625330832,88.89588520590837,101.383948666802,,1147514.3119877425,1519948.1584126956,1415879.3422883335,506715.4352621983,0.0
2010-09-23,95.90238060664257,,99.27978181625608,,1440402.658460965,1488402.488989311,1392402.827932619,0.0,0.0
2010-09-22,96.38158791921818,89.78422172547891,100.1138580216948,,1137348.807151421,1500906.9594612485,1399360.4197356119,511779.0422574024,0.0
2010-09-21,97.662810336774,90.12012734979432,100.59929919946336,79.89339658330643,981541.1890545412,1508184.6935983547,1417962.4367672082,513693.73790656263,486323.88794603955
2010-09-20,97.73454737850682,,100.85790695416551,79.80593148134902,1138952.3996465008,1512061.7410568495,1419003.9840066452,0.0,485791.4738760085
2010-09-17,96.13480790448654,90.34518567485026,99.34686096082046,80.11347809297395,971956.4305677963,1489408.1395246205,1395777.4305729237,514976.592865214,487663.55930842727
2010-09-16,96.46910495802098,89.25093751441497,99.26477727076144,80.22989000348394,971480.015781022,1488177.5408432556,1400631.0761213081,508739.2689259168,488372.17723360733
2010-09-15,97.01143240235058,,99.30096470401328,81.77247767475868,1131662.4415458944,1488720.0628425672,1408505.106592432,0.0,497762.155202684
2010-09-14,97.37586216984263,87.27820572682803,98.95056443569668,82.8828879051382,974819.7525583892,1483466.8620199645,1413796.2478094583,497494.5004634925,504521.3999406411
2010-09-13,97.31703291750289,87.48947918146771,99.02117406155396,82.87666349274711,975162.4602518798,1484525.441530817,1412942.1082479076,498698.78028228413,504483.5109465105
2010-09-10,96.37727939249172,86.71376806283024,97.93113796238272,82.1025284173227,965382.4652390454,1468183.6203320418,1399297.8644084113,494277.1493349387,499771.22688079
2010-09-09,96.3356750647165,85.39248182927052,97.45717084881596,81.89113999836258,961250.4689076307,1461077.905365449,1398693.812837616,486745.6856750249,498484.4717524327
2010-09-08,95.34426426984984,84.69992910200041,96.9884994571885,83.09156681415529,956735.2176870788,1454051.5838621699,1384299.559163379,482798.0658743126,505791.66184845346
2010-09-07,94.51068013186244,86.59016241737132,96.36801736996794,83.18627237161112,954221.7088356749,1444749.3164105595,1372196.7844073055,493572.5847952583,506368.14972957637
2010-09-03,94.91384201945282,85.54021101907516,97.48629731948208,81.86160612418426,956364.3240762873,1461514.5694136752,1378050.2757267545,487587.75682983035,498304.6943348895
2010-09-02,94.08600258376738,85.05883091855453,96.21444143372844,81.87337752523806,947924.5012258634,1442446.9059744568,1366030.9080736153,484843.8421188527,498376.3487365281
2010-09-01,93.8578749172567,83.78409615134792,95.348590896654,80.85931363337819,940491.5280950356,1429466.0747226367,1362718.7316086532,477577.7264722983,492203.5795765544
2010-08-31,90.89514025875752,82.81777057737477,92.6159983759786,81.34997927913908,918865.466800215,1388499.0476526713,1319702.9056112901,472069.57406809396,495190.3398688042
2010-08-30,90.82913902393346,85.86992078220904,92.57981094272677,81.77744515075887,923490.1726127128,1387956.5256533597,1318744.6363229288,489467.13545066974,497792.3930238933
2010-08-27,91.22799252827146,84.38514074035992,93.96287698920554,80.48505237599251,926039.0395939033,1408691.4518221694,1324535.574398272,481003.7407341256,489925.3914210466
2010-08-26,90.53358284241642,83.591327810303,92.42976548778012,80.26120764094384,916300.5631234214,1385707.0441927996,1314453.4679457303,476478.92765150813,488562.81270364765
2010-08-25,89.74303920777972,83.0179629595984,93.14557056990792,80.04846443618374,914973.122990903,1396438.3939840596,1302975.5965361854,473210.69066600694,487267.81077736017
2010-08-24,90.60101135742278,84.42343410874228,92.84018393807536,81.70477707442974,921466.1412593051,1391860.0375996258,1315432.459857967,481222.0167632419,497350.0508163857
2010-08-23,91.95110750442772,85.5642429051154,94.20736281873626,81.36748584553887,932603.2203284898,1412356.783378494,1335034.451812486,487724.74098344834,495296.90513953037
2010-08-20,91.4302958640769,86.15261163664869,94.5895374186886,81.45814970448446,933121.611391222,1418086.3449809793,1327472.8084386978,491078.50159006123,495848.7905551496
2010-08-19,92.489135317424,87.8729628057385,94.93728982603554,82.86614902808422,942862.5220467437,1423299.8490719248,1342846.0561082663,500884.67528899,504419.50771779317
2010-08-18,94.23808468181872,86.72662722753442,96.57278528495398,82.19785115977184,952690.0246223386,1447819.1969920301,1368238.9819719386,494350.447859669,500351.4716657168
2010-08-17,94.53937681371865,85.98648734010966,96.42980079259304,82.37024495532886,952455.3601588755,1445675.5734825549,1372613.4303833083,490131.5764873591,501400.8602822796
2010-08-16,93.01281041353262,86.31488643452563,95.26827244724136,82.05625569691884,942551.0640010505,1428261.9405290424,1350449.2738816636,492003.4841654396,499489.5574280565
2010-08-13,93.35715165722826,86.84788651047393,95.25679838303957,80.36044414395504,941936.7977643574,1428089.9213585292,1355448.7506252306,495041.63789835246,489166.88117531734
2010-08-12,93.41740833322442,86.46430206769841,95.64162084396152,79.39783122241525,941586.316276587,1433859.1796926712,1356323.614893752,492855.16821608774,483307.3023038372
2010-08-11,93.39589252924564,87.21757608535829,96.15883635336588,80.38501806426795,946022.4686025794,1441613.2746096614,1356011.2277964163,497148.9054441508,489316.4665600893
2010-08-10,95.79047526923593,89.64090113498294,98.94703395440384,80.00816771275258,968044.1576483308,1483413.9330444222,1390778.0788150255,510962.1005595163,487022.518174359
2010-08-09,96.69005189012827,89.8421292110081,99.5410374319279,82.38994172691586,977447.0268420601,1492319.233179463,1403838.9957906967,512109.1207156673,501520.75768241315
2010-08-06,95.32561192162888,90.49563700182456,98.99822593315034,81.95403118000705,970727.9076418086,1484181.40318979,1384028.7464656527,515834.1804741002,498867.3004376917
2010-08-05,96.75461694937684,90.60638348257928,99.36627860793122,80.79380323823648,975686.4790005357,1489699.248890105,1404776.4133033243,516465.44648905017,491804.8073196635
